Round,Multiplier
1,4.01320619797062
2,9.598654541633065
3,7.125292042673665
4,3.9910544047922105
5,5.892351396611097
6,9.684061308755131
7,6.55791610801961
8,5.583242128227607
9,7.185785510787609
10,8.807621155696388
11,6.390751016354615
12,6.5526288761641664
13,9.363601559824867
14,5.467071897301592
15,3.90533249552308
16,8.6961652989121
17,5.2533630794773885
18,4.475538506280968
19,1.5158008746533675
20,5.150549750616949
21,4.395436854042144
22,8.547458385613194
23,9.14905516748371
24,3.064051209985977
25,6.8242739415333356
26,3.2462740567604342
27,8.381352016558294
28,3.138902898824524
29,5.378560897891814
30,5.556310951238753
31,3.8238892516144762
32,8.36233166903261
33,8.517214251767843
34,2.087013213426366
35,6.208846054770625
36,2.110928994462974
37,4.3846863206453985
38,9.23805826087565
39,9.82333154264254
40,2.8543973562426244
41,9.623927960382233
42,2.2141117521917977
43,9.568101089672917
44,6.9172841614384755
45,4.758018574008458
46,5.534961866469818
47,2.3385057964603075
48,4.97864917966791
49,2.772222287396147
50,3.3892414236139548
51,8.54288708735062
52,4.236363672928745
53,5.194927443760421
54,3.9828956227117676
55,3.634907201405952
56,6.067949382584791
57,1.4573324443152957
58,6.407519467543146
59,8.365407106991032
60,6.764603712819387
61,5.991386191964597
62,7.937427611278336
63,9.080980001612282
64,1.8898189508183654
65,1.0983214060244366
66,2.4139619250843105
67,2.9740500340611877
68,8.895932064340336
69,4.756483021751742
70,4.065912881917476
71,1.1914700945836394
72,1.296722747269803
73,6.1040195575025145
74,5.564972522733159
75,8.8866760783325
76,1.052375177506339
77,3.5007521734625797
78,5.528607715497951
79,3.3895583628585975
80,9.981959560502471
81,1.8132895380438039
82,2.377827794325254
83,9.47716017142161
84,7.402199383125423
85,1.5870982627897576
86,3.304214166819605
87,2.8688469067539426
88,4.531503064388176
89,5.858355520328258
90,9.545582300409885
91,5.812438259782692
92,6.127381762329897
93,5.510734307104001
94,4.34301803341782
95,4.148268765250845
96,8.379930409921453
97,2.883982313891131
98,3.7970541954456505
99,2.8939894496078997
100,3.8519514737939504
101,3.5336777500581293
102,3.5630617193667176
103,7.6561648335172485
104,7.056403136754036
105,2.2311869642491344
106,7.232210158375277
107,3.355113267482256
108,2.854117901694681
109,5.520625064689179
110,2.7539096528064695
111,8.170833517297103
112,3.249537854916973
113,8.870912591111857
114,1.1130807131596998
115,9.812344686313574
116,6.500363014276636
117,5.769698089416461
118,9.381582092173618
119,8.212342016184254
120,3.7978660121239205
121,9.662776518979317
122,1.7555309041746627
123,6.945657160909969
124,9.866350819398473
125,5.974574453794728
126,4.860337103842483
127,2.7852688120742535
128,9.379408988961647
129,5.313608758846922
130,2.7225181938460574
131,8.843233029885951
132,4.130016325787412
133,9.39139831407484
134,6.266134982940702
135,1.5120823537835435
136,2.0634513840224873
137,6.309934016011836
138,1.2365338911403647
139,8.705810972743965
140,9.199034486757421
141,7.848127309543423
142,9.544385173739075
143,9.301178855135039
144,6.635676706809555
145,1.2531748106630138
146,4.596230267512916
147,3.9449286709306834
148,5.418270396544157
149,7.043824621879412
150,1.6707356346595026
151,9.298638340151362
152,5.6740465526699015
153,3.901690318383986
154,7.653814451696816
155,3.4032656092625135
156,6.961716383112656
157,8.382762599449844
158,9.019072010894561
159,4.942106027499659
160,8.974047455775029
161,3.542534141687537
162,7.219217151375768
163,6.514280068284463
164,2.766144993303579
165,3.5957375402448193
166,9.342035060254503
167,9.706887162967062
168,9.93691156667634
169,9.06205503197889
170,5.117687081459481
171,6.471807013670145
172,6.9388746632835225
173,1.8831995101634493
174,6.093291156452842
175,2.9008860878309815
176,4.4480234902279605
177,2.4562093630653727
178,9.478755708115756
179,3.858757629434099
180,8.051001821463997
181,3.1848208129397073
182,7.656471263777703
183,5.854339090686893
184,6.253447024811785
185,2.3091853603232
186,1.2358282978993878
187,1.925349486805708
188,3.2728712690789177
189,9.098973682304532
190,9.257844560618159
191,9.578990813649872
192,8.897124449711448
193,3.632372678552345
194,6.758069438516345
195,9.240572383280407
196,7.834062525655098
197,8.553236204209512
198,8.051279830954726
199,4.249858815545961
200,1.4827226538012457
201,2.125566408706681
202,4.201289719168346
203,4.463389669801611
204,4.325915218617778
205,2.213537879223594
206,2.6022793419166734
207,9.900578910985953
208,4.772842949556047
209,9.5741675748364
210,5.968487826048223
211,7.293355273100103
212,3.9657256419802627
213,2.4806915949022033
214,2.7024770533189493
215,7.188424044785697
216,5.746926412461083
217,5.7149426095019376
218,7.123086153108924
219,6.297496518910877
220,5.423607207414711
221,2.562094490044555
222,1.0703374056897945
223,1.70337313054985
224,3.83593451212665
225,4.520660030105228
226,4.501006573503943
227,9.696932361979758
228,7.722179061075936
229,9.402959482587832
230,5.338300507641849
231,9.694924649256313
232,2.613108759902884
233,9.449252391906551
234,6.147863755846875
235,7.3154579889795635
236,5.314860217077521
237,5.89554539450515
238,5.9921698557081315
239,1.910349298728375
240,7.273625803734714
241,5.691614381435724
242,9.625441865572274
243,7.490456943578989
244,7.38975149787427
245,2.93525364797076
246,5.415865043282528
247,9.132342905151267
248,1.0338372955031034
249,6.939281716491486
250,5.044518223637484
251,3.349415593092619
252,1.6347411265433123
253,7.856537122333862
254,3.785603808158513
255,4.443761075197802
256,3.5790389944132905
257,2.9570189735987693
258,1.6837886022315462
259,6.758974625422448
260,4.853670464721702
261,3.458247421582544
262,3.532779022069984
263,4.972220686897432
264,3.1093341932255685
265,1.842198947320945
266,8.985164994104412
267,7.17475518301197
268,7.582520001070533
269,4.0799967647006135
270,3.565360017817281
271,4.196894161878437
272,8.012099435375214
273,9.66008344905117
274,4.871666203563808
275,2.4749443642919484
276,4.305694487045995
277,8.885728909035315
278,1.7965586936053932
279,7.354120385653756
280,1.2271892801889668
281,2.4276024220234587
282,2.1473106457561277
283,1.753810632000918
284,5.451584214331118
285,4.2522099825100454
286,3.171226494984429
287,2.770291985916741
288,4.034714572538684
289,3.9293717011690177
290,5.3397784788488964
291,5.280922425408681
292,6.015525545085125
293,2.560445445708616
294,3.1476303629001996
295,8.570289788917496
296,2.9637053293008524
297,7.819391293703197
298,2.1813292925111236
299,9.621580135225217
300,4.859305720246564
301,1.6161907409870286
302,5.065677353143133
303,2.281554434755809
304,6.031644548458875
305,5.010897592548147
306,4.565679426573684
307,2.6804146859033686
308,3.4359311331215787
309,5.414604042955034
310,4.993591858847452
311,3.141699547624732
312,6.21088253039644
313,5.676342333490923
314,3.161124850747362
315,1.9367613222132107
316,8.8642241726944
317,2.0201829941416984
318,5.694164941023118
319,1.9504828260325717
320,2.071289504953325
321,9.39189537343052
322,5.479948039517836
323,5.851387183781379
324,3.6948762506063004
325,9.723466944781489
326,3.9429648781024094
327,8.946973523277666
328,7.028658053792234
329,7.065650170674425
330,4.83549374602521
331,5.216380381593975
332,2.2399684024347826
333,5.793311779610988
334,5.141900250715044
335,9.440693746956548
336,4.578215743324247
337,7.991167939757929
338,2.5296314712263186
339,7.250294533566289
340,8.676995460073456
341,1.1089214161280938
342,6.829219963863427
343,9.984829545325377
344,4.260385754887828
345,9.790971861709497
346,9.820041679458873
347,8.623053893771308
348,3.1791906059455934
349,8.746496206110756
350,2.9999934268913853
351,5.666435429850834
352,2.3524525336183215
353,7.268732769482059
354,8.644200127698394
355,2.9074202050218814
356,1.1082807791974516
357,6.197467272247984
358,9.533557085034143
359,2.8349690626499364
360,9.705456509547776
361,8.21979738710876
362,7.147867603918246
363,5.276143135348522
364,6.399037242632067
365,2.182068160073725
366,8.321964348406892
367,5.875678529013357
368,1.5337717860879172
369,3.1007064437380434
370,8.200340667313625
371,4.52566284892281
372,6.4827243227182345
373,4.597280468817968
374,7.827325971323983
375,9.298639435804688
376,5.828951184982826
377,5.661193966149145
378,5.019780613864142
379,9.54371425217391
380,6.73629500746746
381,3.794899812633847
382,6.61616003352603
383,4.190531728706706
384,5.005915759884492
385,1.9595529401775718
386,2.8332485138450183
387,3.002881703288568
388,9.550769641920366
389,4.997303236154862
390,4.829041881554155
391,9.153412640339452
392,9.774249177436028
393,2.216602781387425
394,5.670624485916248
395,5.831745790632398
396,4.028028558511249
397,1.1922662847227836
398,8.778693813555186
399,4.698920014020926
400,6.204806129570817
401,6.607977979240198
402,3.6292902824543765
403,4.72467072464623
404,2.6544073526581036
405,7.222463403190382
406,7.561245197787129
407,4.8891158208900585
408,5.285825838453807
409,6.562863657760349
410,5.238340276068508
411,2.3448724383704103
412,9.246821850684233
413,3.2726645657392663
414,3.506744022848429
415,2.5358056948216436
416,1.1843599774132274
417,6.447204630069502
418,6.475640411844356
419,7.242133330320705
420,5.008660100956723
421,5.876318378647264
422,3.8909387109849667
423,5.471402503757728
424,7.235987342872021
425,5.687064605767823
426,1.6367728151632315
427,9.998228797891848
428,1.8166024574514303
429,4.97117479781198
430,4.904583809240146
431,8.509995538460664
432,7.447449778710801
433,8.509001993522219
434,1.1552305457967567
435,3.5739380417933333
436,8.959717895488279
437,6.447419372722437
438,8.463833967479967
439,1.556098607144669
440,2.9599705136893073
441,2.3647265663249915
442,1.899688543346544
443,4.745721123758407
444,7.8351918136723935
445,6.320645060817659
446,4.166506714818869
447,3.1964810446341785
448,6.643712190744918
449,5.834785628736668
450,8.173255558400985
451,8.627066898115666
452,3.616778355598019
453,4.333840551769407
454,6.691823253572268
455,2.7288932578036285
456,5.582871676748998
457,9.674344115805397
458,4.641145670715286
459,1.5494721858588685
460,9.7517461875976
461,1.533755043046314
462,3.8629637545506452
463,7.636644390216559
464,3.7219780615330373
465,1.2404388712390908
466,6.549331840088614
467,3.423753295907527
468,9.600099726818755
469,2.9235528224913123
470,6.169275009991397
471,7.733519701459051
472,1.732084721379998
473,1.7529357544280926
474,1.9858918249082174
475,3.425251845308383
476,9.007687711986096
477,5.238223626164131
478,3.524032823058426
479,2.826643263839411
480,1.606121623145289
481,3.065971411575122
482,8.84917173261999
483,9.893070325845706
484,8.981661684485282
485,4.496099531790834
486,7.690388906182044
487,2.365619200208197
488,6.6511121825857575
489,7.784661187319859
490,6.644838914677239
491,8.673711458577145
492,1.6682662985853716
493,5.262753404017444
494,1.4010306568798447
495,7.5202884690415654
496,6.346474882859911
497,7.07884802482973
498,3.4625245847117827
499,8.176479718214125
500,8.430738941439532
501,4.3212143568557
502,9.529731843820494
503,3.8335380260096077
504,8.925618087312486
505,5.340718869589959
506,6.555135501464422
507,3.944302857374491
508,9.824690485930999
509,5.28390577676964
510,8.637207162256878
511,2.1553430049961406
512,5.735225086661493
513,9.285130625921584
514,7.888137653683097
515,6.573109732688747
516,4.379042421260995
517,2.5396142381948925
518,1.9715745683311954
519,2.303233651046236
520,4.6082282147576965
521,3.281115118372358
522,3.915534716852567
523,7.814778979105367
524,2.5299939486280287
525,4.180673657665569
526,7.964822994580333
527,8.078440084447879
528,5.540357364807287
529,4.629276972677681
530,2.385830607721635
531,6.5471437957123495
532,9.046661737977134
533,7.5672937454945215
534,6.063117034316488
535,3.4705450437000356
536,5.892462141099294
537,5.601310171724144
538,2.179889191305173
539,7.615320275071879
540,6.1633791624755165
541,6.626550388206984
542,9.67113224702234
543,8.949862497099637
544,1.9343824325103594
545,8.27066758035414
546,8.603744374977069
547,3.6750774369824937
548,4.809194865460299
549,9.49029094392008
550,5.54828749592186
551,3.1633572015231106
552,2.734774333660932
553,7.71486491275983
554,6.720655076626702
555,7.5812604609283385
556,3.8730715379488796
557,6.418120372159041
558,2.5934201694780117
559,3.5284405873211853
560,8.431719865977838
561,2.539727038635301
562,8.588544818865154
563,6.38871239180584
564,6.337645020139154
565,5.837347822014564
566,3.284822631889266
567,5.148965567879483
568,1.0144029535399501
569,9.70524672134685
570,8.575648172037864
571,5.105977515139939
572,2.4430540052643446
573,6.503855320446232
574,1.3378785037973155
575,3.1812762422675123
576,3.480668382664344
577,6.816496893669508
578,6.56502160954461
579,5.535702256217428
580,2.1490615269695126
581,2.4450686174828538
582,7.022429326570105
583,4.310549464482291
584,9.319570892958478
585,5.906445152690212
586,8.64746048828577
587,9.32997797216427
588,8.699208449971316
589,2.3179766695314274
590,5.137973044659389
591,3.34734846272019
592,6.602511975174828
593,2.0259299370921604
594,5.563065853255619
595,1.213036615550485
596,9.554527764907391
597,2.1517475804213557
598,1.645557200755004
599,9.813772817087829
600,6.892411936440997
601,2.679597401661302
602,7.683822029597836
603,2.077507981198044
604,6.669627160751572
605,5.543339266051718
606,1.1708655081550303
607,2.2063192575026394
608,1.543292051643659
609,5.0599162633237595
610,3.7564961176807525
611,3.8527948328072785
612,5.158787476191834
613,4.063747187952291
614,7.842863404507632
615,9.646681978073248
616,4.718420585568506
617,9.795468221583723
618,8.902369151818503
619,5.249519951540759
620,3.1720418952863225
621,9.598158014294606
622,3.7353473906770143
623,2.057118454443489
624,1.8926400836637145
625,7.7449123429476465
626,3.429723354721151
627,1.5856203684141676
628,3.968534755750888
629,5.837968367798426
630,9.185145252577557
631,7.684312559407179
632,2.8638017201516
633,7.946113544513621
634,4.263272145782427
635,3.815407742250292
636,7.415347857202664
637,8.884996736862913
638,1.95168720303256
639,6.6397167015990455
640,6.086700359612608
641,5.7712165445895245
642,7.841009502015971
643,7.826606864012706
644,6.014360983944907
645,6.2899217066038915
646,2.1671625549497913
647,3.5320106575711216
648,3.432431414841818
649,1.350746481975382
650,7.7211467944614345
651,5.041177213448611
652,9.98470429494938
653,9.488826417699757
654,6.429676734089791
655,9.320222551091456
656,4.988498537056626
657,1.1250529171101553
658,5.76610942802976
659,2.562936944407688
660,4.236936525683733
661,1.6002177005821143
662,3.6194464638647066
663,2.3441183989307737
664,4.29180373957376
665,8.163674757253364
666,3.9436100303546975
667,3.000692234274694
668,2.7775834998976405
669,6.12567901458204
670,2.6855694282376117
671,9.323303228294709
672,2.93137251619912
673,9.079293530314954
674,4.373273516873205
675,1.4739907557962622
676,5.101952126670142
677,1.8535141020875896
678,8.611317573090204
679,2.1717446155332922
680,1.1207285201634183
681,4.999776933828477
682,2.8238312058215373
683,9.716321604693517
684,2.1125188254763616
685,3.1725732031667393
686,8.848520726996368
687,3.2916072725917416
688,8.3638184087682
689,8.600324427221466
690,5.463577318410364
691,5.261941872000251
692,8.000806677091848
693,9.5963217744065
694,4.417255340468387
695,7.534114828808596
696,9.319652334311144
697,7.032806773706824
698,9.632183128445112
699,6.581502743424082
700,1.5392369545975764
701,5.888835366487583
702,5.3074949095792725
703,1.0385399241902902
704,8.656188187092516
705,3.4289963236306886
706,9.091177305981644
707,9.460894692810951
708,4.798164501775972
709,4.271653436782849
710,8.668715027750608
711,2.9819857288420115
712,7.916955178364471
713,9.198130571019773
714,7.423309482397704
715,6.418683943198281
716,5.17458070837935
717,3.1367426805173633
718,1.7801148824486512
719,8.481118766703403
720,3.086240962588946
721,7.446250715684977
722,6.991250193217225
723,6.880822130016625
724,4.877934493955605
725,6.274035578469062
726,6.619009123727591
727,7.9803900570436515
728,2.827826942846277
729,4.388507573265931
730,2.3518260042810906
731,9.587234368202685
732,3.803057535219731
733,7.307279744076777
734,4.44023859415056
735,3.352337816289227
736,8.791031699055964
737,7.00679973146399
738,1.0836109491529864
739,6.756390207851324
740,3.667944977156356
741,3.572239196227665
742,3.6473808464729363
743,2.3740002424689246
744,9.84143324094794
745,1.2819582202671715
746,5.606542686816174
747,1.2415180322114443
748,1.9612950614138307
749,7.662313668507908
750,8.21033538304866
751,5.671402062608315
752,5.187617193873992
753,7.3155924033077895
754,7.014886332345918
755,7.887719203083459
756,7.089197402777206
757,8.307356573444821
758,3.91763920223261
759,3.3475787417467253
760,8.09757741373993
761,1.4025810144387005
762,8.410191140377883
763,5.282654215796185
764,5.703701874645833
765,7.007774682110517
766,4.644809897984522
767,6.989595467339978
768,3.9619849879193665
769,4.372195402897444
770,9.383312537793923
771,1.109805856037225
772,6.758492240557386
773,3.9838353117934346
774,8.987211239087578
775,4.163402703225768
776,4.752085176048389
777,9.185452405431548
778,7.331236201187704
779,1.7340056398473487
780,1.2965218592014658
781,3.811224958458469
782,5.049702676205462
783,7.857591103771003
784,1.6997106940560514
785,6.389165828702913
786,7.386331676150107
787,2.7826904179450667
788,6.3970958204431705
789,3.2733834735469283
790,5.4189007601805175
791,4.773635722116371
792,6.175510058034171
793,1.9957893264993536
794,1.393670400854215
795,8.479208921677381
796,1.8968376303468015
797,3.005591102152258
798,1.4545883994970443
799,2.9348041870821864
800,9.932185272720485
801,5.007714591762907
802,7.1237152063640625
803,8.126347236935644
804,4.644543142807409
805,8.795200957317213
